,london_p_#,similarity_score,zwickau,london
97,90,1.0,post territorium uero sydoniense et montana media inter nos et sarracenos qui bacharte dicuntur et passum canis inhabitant usque berichtum est proprie regio yturea in ualle bocharis et quia ad pedem montis lybani extenditur in saltus lybani appellatur,post territorium autem sydoniense et montana media inter nos et sarracenos qui bacharite dicuntur et passum canis inhabitant usque berethum est proprie ythurea regio in ualle que dicitur bakar et quia ad radices lybani extenditur in longum saltus lybani appellatur
98,91,1.0,item de chana galilee 2 leucis contra austrum est sephorum ciuitas et castrum de qua ioachim pater beate uirginis creditur fore oriundus et est in tribu asser,de tyberiade redeundo contra occidentem per abelina et roma ad 6 leucas contra austrum est sephorum oppidum et castrum desuper ualde pulchrum de quo ioachim pater beate uirginis dicitur oriundus fuisse et est in tribu aser iuxta uallem carmeleon
99,92,1.0,nazareth ciuitas galilee inde 2 leucis contra austrum fere sed aliquantulum declinando ad orientem est nazareth ciuitas galilee illa dilecta in qua flos florum de radice iesse pullulauit distat autem ab achon fere per 7 leucas ostenditur ibidem adhuc synagoga in qua ihesum docenti traditus est liber ysaie prophete quando legit spiritus domini super me eo quod unxerit me et fons in fine ciuitatis de quo hausit puer ihesus ministrans matri sue,de sephoro ad 2 leucas contra austrum fere sed modicum declinando ad orientem est nazaret ciuitas galylee illa bene dicta in qua uirga de radice yesse facta ad eam angelica salutatione de spiritu sancto concepit uentris fructum benedictum ihesum christum distat autem ab accon per 7 leucas est hodie in ea permanens locus in quo angelus gabriel beate uirgini attulit nuncium salutare dicens ei aue gratia plena dominus tecum benedicta tu in mulieribus plures missas dixi in loco isto immo ipso die scilicet annunciationis quando fuit uerbum caro factum sit nomem domini nostri ihesum christi benedictum in eternum et ultra tria altaria sunt in capella et est excisa in petra de rupe sicut et locus natiuitatis passionis et resurrectionis et magna pars ciuitatis nazareth erat antiquitus excisa de rupe quod adhuc apparet est in ea adhuc synagoga sed in ecclesiam commutata in qua ihesu docenti traditus est liber ysaye prophete quando legit spiritus domini super me eo quod unxerit me et cetera est insuper in fine ciuitatis in ecclesia sancti gabrielis fons quidam qui ab incolis uenerationi habetur de quo hausit aquam sepe ut dicitur puer ihesus ministrans dilecte matri sue
100,93,1.0,inde ad austrum fere leuca 1 est locus qui uocatur saltus ubi uolebant ihesum precipitare et ostenditur ibi hodie saltus domini de uertice montis huius ad latus <ad> alterius montis oppositi ad iactum arcus et liniamenta corporis et uestium lapidi impressa,extra ciuitatem contra austrum forte quantum quater potest arcus iacere est locus qui appellatur saltus domini ubi uolebant ihesum precipitare sed exiuit de manibus eorum et subito ut ibidem ostenditur inuentus est in latere montis oppositi ad iactum arcus et uidentur ibidem lineamenta corporis et uestium lapidi impressa de monte isto uidetur mons thabor et hermon minor et hermonum uilla endor et naym et iezrahel et fere tota latitudo campi esdrelon magni
101,94,0.9999999999999999,mons thabor de nazareth 2 leucis contra orientem est mons thabor in quo transfiguratus fuit dominus ubi hodie ostenditur ruina 3 thabernaculorum siue claustrorum secundum desiderium petri constructorum sunt preterea ibi ruine maxime palaciorum turrium et regalium edificiorum in quibus latitant leones et bestie et sunt ibi uenationes regie in pede australi eiusdem montis est locus ubi occurrit abrahe melchisedech recedenti a cede 4 regum de damasco item in descensu montis a parte occidentis contra nazareth est capella edificata in loco in quo dominus dixit discipulis de monte descendens nemini dixerit uisionem,de nazareth 2 leucis contra orientem est mons thabor in quo transfiguratus fuit dominus ubi hodie ostenduntur ruine trium tabernaculorum siue castrorum secundum desiderium petri constructorum sunt preterea ibidem ruine maxime palatiorum turrium et regalium edificiorum in quibus nunc latitant leones et bestie alie et sunt ibi uenationes regie difficilem ascensum habet mons iste et est altus ualde et aptus pro castro construendo in pede eius australi contra uillam endor in uia que deducit de syria in egyptum est locus ubi dicitur melchisedeth occurrisse abrahe reuertenti a cede quatuor regum de confinio damasci ad pedem uero eius ex parte occidentis contra nazareth est capella constructa in loco in quo dominus de monte descendens dixit discipulis suis nemini dixeritis uisionem donec filius hominis a mortuis resurgat
102,95,1.0,torrens cyson in pede eius orientali est torrens cyson ubi sysara pugnauit et superatus est abarach sub uilla <aron> endor que sita est in monte hermonyn modico sicud dicitur in psalmo,in pede eius orientali descendit torrens cyson ille in quo barach pugnauit contra sysaram et uicit eum et fugauit torrens iste cyson collectus de aquis pluuialibus montis thabor et hermon et hermonum descendit contra mare galilee et intrat illud iuxta castrum belueyr quod fuerat hospitalis sancti iohannis
103,95,1.0,hermonym hermonym est mons modicus qui distat 1 leuca a monte thabor contra eurum endor sub hermonym torrens cyson collectus de pluuialibus aquis montis thabor et hermon et hermonym descendit contra mare galilee et intrat illud super castrum biluen quod fuit fratrum hospitalensium in endor mansit illa mulier habens phitonem que ad instanciam saul suscitauit samuelem,in pede eius orientali descendit torrens cyson ille in quo barach pugnauit contra sysaram et uicit eum et fugauit torrens iste cyson collectus de aquis pluuialibus montis thabor et hermon et hermonum descendit contra mare galilee et intrat illud iuxta castrum belueyr quod fuerat hospitalis sancti iohannis
104,97,1.0,mons hermon de nazareth 3 leucis de monte thabor contra austrum est mons hermon in cuius latere aquilonali est ciuitas naym ante cuius portam deus filium uidue suscitauit etiam extenditur mons ille in longitudine contra mare galilee 4 miliaribus et terminatur non longe a loco ubi iordanis mare galilee ingreditur,de nazareth 2 leucis de monte thabor plus 1 contra austrum est mons hermon minor in cuius latere aquilonali est ciuitas naym ante cuius portam dominus filium uidue suscitauit et extenditur mons iste in longitudine fere 4 leucis contra mare galilee et terminatur non longe a loco isto ubi iordanis fluuius egreditur de mari galilee
105,98,1.0,de diuisione quarte australis in prima parte australis que procedit contra nothum post achon occurrit prima pars montis carmeli de achon 4 leucis est locus ubi helyas in torrente cyson occidit sacerdotes bayl in pede montis eiusdem qui etiam torrens ibidem post modicum interuallum mare magnum ingreditur 1 leuca a ciuitate caypha sed 3 ab achonensi nota de illo torrente cyson quod licet in rei ueritate unus sit dupliciter tamen accipitur quia dupliciter currit aliqua enim pars eius currit uersus orientem ad mare galilee sub pede orientali montis hermon non longe a ciuitate betyran alia uero pars currit contra occidentem in mare magnum ut dictum est iuxta caypham in latere aquilonali montis carmeli que diuersitas fluxus ex eo contigit quod mons thabor et hermon cum non longe distent transmittunt ad se mutuo quoddam tumorem qui tumor maior est ex parte montis hermon et uocatur hermonyn in quo sita est uilla endor et ille tumor impedit ne aque pluuiales que cadunt in utroque monte descendant ad plagam unam omnes sed pars una descendit contra orientem ubi sysara pugnauit cum barach alia ad occidentem uersus mare magnum descendens per totum campum magnum esdrelon per locum ubi helyas sacerdotes bayl interfecit que 4 leucis distat ab achon,tercia diuisio quarte orientalis in tertia diuisione quarte orientalis que procedit contra nothum primo post accon occurrit prima pars montis carmeli ad 4 leucas de accon ubi locus in quo helyas propheta occidit sacerdotes baal in torrente cyson ut dicitur 3 regum qui etiam ibidem post modicum spacium mare magnum ingreditur 1 leuca a ciuitate caypha sed fere 3 ab acconensi et nota de isto torrente cyson quod licet in rei ueritate uideatur unus dupliciter tamen accipitur quia dupliciter currit aliqua enim pars eius currit contra orientem ad mare galylee aliqua currit contra occidentem ad mare magnum et hec diuersitas cursus huius ex eo contingit quod mons thabor et mons hermon cum non longe distent ab inuicem transmittunt ad se mutuo tumorem quendam ut uideantur quasi continuari in pede motis utriusque qui tumor maior est ex parte montis hermon et uocatur hermoniim de quo dictum est supra in quo sita est uilla endor et iste tumor impedit ne aque pluuiales que cadunt in utroque monte descendant ad plagam unam omnes sed pars una descendit contra orientem et ingreditur mare galilee non longe a ciuitate bethsan in hoc torrente cyson pugnauit barach cum sysara ut dicitur iudicum alia pars descendit contra occidentem ad mare magnum et in hoc torrente cyson helyas interfecit sacerdotes baal ut dicitur 3 regum ad istam tamen partem que contra occidentem fluit colliguntur aque multe de monte effraym et de locis samarie propinquis et de toto campo magno esdrelon et cayn monte et magedo
106,99,1.0,inde 3 leucis distat caynmoth ubi lamech cayn interfecit putans esse bestiam,de loco interfectionis sacerdotum baal ad 3 leucas contra austrum est castellum caynmontis dictum in pede extremo montis carmeli ubi lamech ut dicitur cayn sagitta interfecit ut dicitur genesis occidi uirum in uulnus meum et cetera
107,100,0.9999999999999999,maggedo de isto loco 6 leucis contra austrum est maggedo que nunc sibule dicitur ubi mortuus fuit rex iuda ochorias quem ieu rex israel uulnerauerat iezraheli ascensu gaber quando ioram regem israel sagitta interfecit in eodem campo occisus est iosias rex iuda a pharaone r nechao rege egipti et nota quod campus maggedo et campus magnus esdrelon idem sunt sed nomina illa quieuerunt et appellantur communiter campus fabe a quodam castello sicud dictus quod distat a ciuitate aphet quantum ter iacere potest arcus est autem in rei ueritate campus galilee ab oriente mari galilee et iordane ab austro effraym et samaria et parti monte carmelo ab aquilone montibus phenice et lybano et habet campus ille in longitudine et latitudine plene 5 miliaria theutonica uel amplius fertilis supra modum frumenti uini et olei et omnium bonorum que gignere potest humus et aere saluberrimo ita quod uidetur mihi quod terra non uiderim meliorem si nostris peccatis non repugnantibus possent eam possidere christiani,de cayn monte 6 leucis contra austrum est magedo quod nunc suburbe dicitur ubi mortuus fuit ochozias rex iuda quando iesu rex israel uulnerauerat iuxta iezrahel in ascensu gaber quando ioram regem israel sagitta interfecit et proici fecit in agrum naboth iezrahelite in hoc edom magedo occisus est iosias rex iuda a phenone rege egypti quando proficiscebatur ad flumen eufraten et nota quod campus magedo et esdrelon et planicies galilee unum est et idem sed nomina omnia alia quieuerunt et appellatur nunc communiter campus fabe propter quod castellum faba dictum est quod distat a ciuitate affech quantum ter iacere potest arcus est autem in rei ueritate campus galylee que cingitur ab oriente mari galilee et iordane ab austro monte effraym et samaria ab occidente partim monte effraym partim monte carmelo ab aquilone montibus phenicie et lybano et uidetur campus iste habere in longitudine 10 leucas fere in latitudine 6 uel amplius in partibus aliquibus fertilis supra modum in frumento uino et oleo et habundans omnibus bonis mundi ita quod uidetur mihi quod terram non uiderim meliorem si meritis et peccatis nostris non impedientibus eam possent colere christiani
108,101,1.0,mesra de caymoth contra orientem est mesra casale situm in torrente cyson 2us miliaribus a ciuitate naym et 1 a pede montis hermon inde 3 leuca contra austrum iuxta uiam que ducit iezrahel ad dexteram iuxta latus castelli quod dicitur faba ostenduntur ruine ciuitatis affech quantum ter iacere potest arcus ubi syri pugnauerunt contra achab regem israhel quando dixerunt dii moncium sunt dii eorum pugnemus in uallibus,de cayn monte contra orientem 2 leucis et amplius casale mesrha in torrente cyson per 1 leucam a pede montis hermon de mesrha 1 leuca contra austrum est castellum quod dicitur faba ad cuius latus occidentale extra uiam que ducit iezrahel ad dextram ostenduntur ruine ciuitatis affech quantum ter iacere potest arcus extra uiam ubi syri pugnauerunt contra achab regem israel quando dixerunt dii montium sunt dii eorum pugnemus cum eis in uallibus
