,zwickau_s_#,similarity_score,london,zwickau
311,212,0.2211428289584542,item dicebatur mons hermon qui similiter illuc erat et ita pro diuersis locis et montibus diuersis erat terra ista nominibus appellata,item mons swanir et hermon supra mare galilee usque in baalgad et inde usque ad introitum emath ubi accedit lybanus sunt continua montana quasi mons unus sed in diuersis locis diuersis nominibus appellatur sicut palam est uidere in alpibus que separant lumbardiam et theutoniam et hartone inter saxoniam et <churiginsiam> et thuringiam
312,291,0.23243966897180343,tota tamen cessit in partem dimidie tribus manasse sed nunquam totam eam possedit quia filii esau habitant in ea pro parte usque in presentem diem,mons nota quod terra que est a parte australi huius uie usque ad possessionem dimidie tribus manasse que erat in basan et edrayn ciuitatibus et turris ogis regis basan dicitur mons seyr siue ydumea siue etiam edom et habitauit in ea esau et posteri eius usque in presentem diem sed appellantur communiter sicud alii sarraceni quia nec lingua nec habitu nec ritu distant ab eis
313,291,0.2545111447095857,appellantur tamen comuniter sarraceni quia nec ritu nec lingua discrepant ab eis nisi forte tonsura et uestitu,mons nota quod terra que est a parte australi huius uie usque ad possessionem dimidie tribus manasse que erat in basan et edrayn ciuitatibus et turris ogis regis basan dicitur mons seyr siue ydumea siue etiam edom et habitauit in ea esau et posteri eius usque in presentem diem sed appellantur communiter sicud alii sarraceni quia nec lingua nec habitu nec ritu distant ab eis
314,292,0.46560282765658073,hoc tamen sciendum quod adhuc est alius mons seyr siue edam contra desertum maris rubri de quo dicitur genesis 24 quod codorlahomor et alii reges cum eo percusserunt thorreos qui habitabant in monte seyr qui tunc utique non dicebatur mons seyr quia esau qui seyr dictus est et a quo mons iste est appellatus non dum erat natus,est tamen alios mons seir siue edon contra desertum maris rubri de quo dicitur genesis 33o quod chodorlaomoris et alii reges cum eo percusserunt horreos qui habitant in monte seyr
315,661,0.1842481173821804,unde per antycipationem creditur esse dictum item deut,alia pars creditur esse in constantinopoli
316,293,0.8181320974258799,2 transibitis per terminos fratrum uestrorum filiorum esau qui habitant in seyr et timebunt uos,item [in] deuteronomio secundo transibitis per terminos fratrum uestrorum filiorum esau qui habitant in seyr et timebunt uos
317,309,0.15919524426973042,hoc primo dictum fuit filiis israel uenientibus de egypto cum essent in cades barne uenturis ad montem seyr qui est iuxta cades barne ubi tunc erant,de regno moab postea sequitur terra filiorum amon in eodem litore quam diu durat mare mortuum et sic circuithtus eius <h> australe usque ad montem seyr alium qui coniunctus est deserto pharan usque cades barne habens a latere desertum synai
318,294,0.748285971219056,sed certum est quod ad terminos huius montis seyr qui est supra mare galilee numquam accesserunt filii israel cum exirent de egypto quia iste mons seyr coniungitur cum damasco quo nunquam peruenerunt,certum est autem quod ad terminos huius montis seir qui est supra mare galilee numquam accesserunt israel cum exirent de egipto quia ista terra coniungitur cum damasco quo unquam peruenerunt
319,295,0.3934876784871929,alius autem mons seyr de quo ibi loquitur coniungitur cum deserto faran quem longo tempore circuierunt filii israel prohibiti a domino eum intrare et de illo monte seyr dicitur etiam deut,alius mons seyr coniungitur cum deserto pharan quem longo tempore circuierunt et de illo dicitur deuteronomius 3o in monte seyr olim habitauerunt horrei quibus eiectis atque deletis habitauerunt filii esau pro eis
320,295,0.6746909741357795,2 in monte seyr olim habitauerunt chorrei quibus eiectis atque deletis habitauerunt filii esau pro eis,alius mons seyr coniungitur cum deserto pharan quem longo tempore circuierunt et de illo dicitur deuteronomius 3o in monte seyr olim habitauerunt horrei quibus eiectis atque deletis habitauerunt filii esau pro eis
321,296,0.7363477473728693,in isto autem monte seyr qui est iuxta mare galylee et montem galaad habitabat esau eo tempore quo iacob rediit de mesopothamia syrie,in isto autem monte seyr siue ydumea habitabat esau eo tempore quo iacob rediit de mesopothamia syrie
322,297,0.7277316137921926,dicitur enim in genesis quod esau qui habitabat cum patre suo absque dubio in bersabee assumptis omnibus que habebat abiit in alteram regionem,sicud scriptum est genesis 11 quod esau qui cum patre absque dubio habitabat in bersabee assumptis omnibus que habebat abiit in alteram regionem
323,298,0.32590650632530066,nulli dubium quin ad istam et separatus est a fratre suo,nulli dubium quin ad istam unde et iacob redeunti de mesopothamia occurrit iuxta uadum iaboth quod ab austro adiacet terre ille
324,298,0.7560455635973182,unde et iacob redeunti de mesopothamia occurrit iuxta uadum iabech quod ab austro adiacet terre isti,nulli dubium quin ad istam unde et iacob redeunti de mesopothamia occurrit iuxta uadum iaboth quod ab austro adiacet terre ille
325,299,0.5826039134178365,et genesis 33 dicitur quod cum lacob transiuisset phanuel ortus est ei sol et infra eleuans autem oculos uidit uenientem esau,et genesis dicitur 33o quod cum iacob transiui<si>sset phanuel ortus est ei sol et ibi eleuatis oculis uidit uenientem esau
326,300,0.7806911124925618,qui locus scilicet phanuel ostenditur hodie eodem nomine non longe a sophet ultra iordanem ad orientalem plagam ubi legitur postea immediate uenisse,qui locus scilicet phanuel ostenditur hodie eodem nomine non longe a sochot ultra iordanem ad orientalem plagam ubi legitur iacob inmediate post uenisse
327,301,0.5961148779496751,et est locus idem in montis pede seyr qui adiacet mari galilee cum ille mons seyr in quo olim habitauerunt chorrei pro quibus nunc ibidem habitant filii esau,et est locus idem in pede montis seyr qui adiacet mare galilee in quo habitauerunt horrei pro quibus etiam nunc habitant filii esau sicut dictum est
328,302,0.6706381922010095,per plures dietas distet a loco isto a quo non poterat uenisse subito esau pro fratre suo uidendo quia longe ultra mare mortuum distat fere per 10 dietas,per plures dietas distat a loco illo a quo non poterat uenisse esau pro fratre suo uidendo quia multum distat
329,303,0.5878172719462873,hec diuersitas filiorum esau uidetur mihi accidisse et habitationum diuersitas ex eo quod esau plures habuit uxores et ita filii quos habuit de filia ismahel sorore nabayoth habitauerunt in monte seyr qui est iuxta desertum pharan in confinio illo ubi habitauit socer eius ysmael,hec diuersitas filiorum esau et habitationis eorum uidetur mihi ex eo accidisse quia esau duplices habebat uxores et ita filii quos habuit de filia ysmahel sorore nabaioth habitabant in monte seyr qui est iuxta desertum pharan in quo legitur ysmahel et sui posteri fuisse conuersati
330,292,0.23182464838126157,de quo dicitur gen,est tamen alios mons seir siue edon contra desertum maris rubri de quo dicitur genesis 33o quod chodorlaomoris et alii reges cum eo percusserunt horreos qui habitant in monte seyr
331,1018,0.1426363742882475,quod factus est uir gnarus sagittandi et moratus in solitudine pharan ubi legitur ipse et eius posteri conuersati,de gulfo isto in rasecasse que est prima ciuitas egipti in solitudine pharan et inde pharamiam ciuitatem pulcram et munitam sed non habitat in ea homo quia serpentes eiectis habitatoribus eam penitus possederunt
332,303,0.09500756824509102,duxit autem esau alias uxores absque hiis quas prius habuerat inter quas una erat colibama filia ane filii sebeon euehi,hec diuersitas filiorum esau et habitationis eorum uidetur mihi ex eo accidisse quia esau duplices habebat uxores et ita filii quos habuit de filia ysmahel sorore nabaioth habitabant in monte seyr qui est iuxta desertum pharan in quo legitur ysmahel et sui posteri fuisse conuersati
333,296,0.24465335591451998,iste euehus filius erat chanaan et habitabat absque dubio in partibus scitopoleos in galilea iuxta montes gelboe non longe a mari galilee cui loco uicinus est ualde mons alius seyr in quo habitabat tempore illo cum iacob rediret de mesopothamia,in isto autem monte seyr siue ydumea habitabat esau eo tempore quo iacob rediit de mesopothamia syrie
334,1124,0.0966665131524128,et ita de facili ibi poterat occurrere fratri suo quod et textus tacite uidetur innuere,tunc non erat tuta nauigatio eo quod esset mensis nouember nec ibi poteramus hyemare propter paupertatem fratrum
335,159,0.09630536792747221,dicitur enim genesis quod recedente laban a iacob ille pergebat cepto itinere et obuios habuit angelos dei et dixit castra dei sunt hec et appellauit nomen loci manaym i[d est] castra qui locus est hodie sub monte galaad in tribu gad et de loco illo misit nuncios ad fratem suum qui ibidem etiam ad eum redierunt,aracheus enim condidit castrum arachas quod est hodie iuxta tripolim et illud suo nomine appellauit
336,136,0.1434289689638399,unde et infra dicitur quod seperauit munera fratri suo de gregibus suis et misit per manus nuciorum,probantur ut infra dicetur
337,595,0.09924396291469875,et dicitur ibi precesserunt itaque munera ipse uero adhuc mansit in castris hoc est in manaym nocte illa cumque mane surrexisset transiuit uadum iaboch qui etiam hodie ostenditur ibi et ecce uir luctabatur cum eo et cetera,huius adhuc manent uestigia
338,136,0.11643602417180475,et infra uocauitque nomen loci illius phanuel,probantur ut infra dicetur
339,464,0.13666082989087444,qui locus est hodie super torrentem iaboch similiter in tribu gad,altera in tribu benyamin
340,299,0.353701999220667,ortusque est ei sol cum transisset phanuel et sequitur leuans autem oculos uidit uenientem esau et cetera,et genesis dicitur 33o quod cum iacob transiui<si>sset phanuel ortus est ei sol et ibi eleuatis oculis uidit uenientem esau
341,301,0.1288515166647671,ecce loca nota ubi uenit ad eum esau que sunt omnino uicina monti isti seyr qui est supra mare galilee,et est locus idem in pede montis seyr qui adiacet mare galilee in quo habitauerunt horrei pro quibus etiam nunc habitant filii esau sicut dictum est
342,69,0.16076563052769707,est adhuc tercius mons seyr in finibus azoti et ascalonis qui ascriptus fuit tribui iuda in distributione terre sed quare sic sit dictus non recolo me legisse,primum igitur sciendum quod ciuitas achonensis nunquam fuit terra sancta nec a filiis israel possessa licet in distributione terre tribui asser fuerit assignata quia tribus illa nunquam possedit eam
343,561,0.15311891950979484,habitatores tamen loci illius ydumei dicti sunt sicut et alii posteri esau,sed nunc tempore ibi pauci sunt habitatores pro tanta capacitate ciuitatis quia habitatores eius sunt continue in timore
344,777,0.09537748049389272,ab edom ydumei dicebantur unde antipater et filius eius herodes ascalonica ydumei dicebantur,inde 4 leucis contra meridiem dora ciuitas nunc assur dicta quondam tamen antipatrida dicta fuit ab herode antipatri filio et fuit milicie hospitalis qui licet eam perdiderint soluunt domino de assur et heredibus eius 34 milia bisanciorum singulis annis usque in eternum
345,172,0.22443870215603975,et hec de hac materia dicta sufficiant,et licet multum ultra processerim uersus gurgiam que olim capadocia dicebatur et armeniam et syciliam tamen de terris illis nichil scribo quia tota mea intencio uersatur circa descriptionem terre sancte et hec de hiis locis dicta sufficiant
346,307,0.581916683411981,terminatur autem mons iste in sorte tribus gad in monte galaad contra locum illum ubi non longe a montibus gelboe iuxta ciuitatem bethsan iordanis fluuius mare galilee egreditur et deinceps litus iordanis orientale est duarum tribuum et dimidie usque ad campestria moab sub monte abarim in sechim contra iericho,monte quousque uisus hominis se extendit terminaturque terra illa in sorte tribus gad que possedit terram ogis regis basan et montem galaad contra illum locum ubi non longe a montibus gelboe iuxta ciuitatem bersan iordanis egreditur mare galilee et de <incitus> inceps est litus iordanis orientale duarum tribuum et dimidie usque ad campestria moab supra iordanem sub monte abarym siue pasca contra iericho
347,308,0.2606230587863033,ultra uero contra austrum procedendo in litore eodem iordanis est terra moab usque ad petram deserti que nunc krach dicitur,ultra uero uersus <uero> austrum procedendo est situm idem usque ad finem iordanis et inde per totam longitudinem maris mortui usque ad montem regalem qui antiquitus petra deserti dicebatur
